interaction_id	source_key	bacterium	strain	phage	bacterium_genome_linked	bacterium_reference_or_genome_linked	phage_genome_linked	pair_genome_ready	pair_hybrid_ready	dataset_tier
mirzaei2015_ecor_67_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_67	SU63	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_68_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_68	SU10	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_68_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_68	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_68_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_68	SU27	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_68_su32_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_68	SU32	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_68_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_68	SU63	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_69_su57_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_69	SU57	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_71_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_71	SU10	True	True	True	True	True	tier1_exact_pair
mirzaei2015_ecor_71_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_71	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_71_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_71	SU27	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_71_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_71	SU63	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_72_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_72	SU16	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_ecor_72_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ECOR_72	SU63	True	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_19_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_19	SU10	False	True	True	False	True	tier2_proxy_host_exact_phage
mirzaei2015_esbl_e_coli_19_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_19	SU27	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_19_su32_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_19	SU32	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_19_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_19	SU63	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_32_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_32	SU10	False	True	True	False	True	tier2_proxy_host_exact_phage
mirzaei2015_esbl_e_coli_32_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_32	SU16	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_32_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_32	SU27	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_32_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_32	SU63	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_39_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_39	SU10	False	True	True	False	True	tier2_proxy_host_exact_phage
mirzaei2015_esbl_e_coli_39_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_39	SU16	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_39_su57_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_39	SU57	False	True	True	False	True	tier2_proxy_host_exact_phage
mirzaei2015_esbl_e_coli_41_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_41	SU16	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_41_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_41	SU63	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_44_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_44	SU10	False	True	True	False	True	tier2_proxy_host_exact_phage
mirzaei2015_esbl_e_coli_44_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_44	SU16	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_44_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_44	SU27	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_44_su32_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_44	SU32	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_44_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_44	SU63	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_127_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_127	SU27	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_127_su32_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_127	SU32	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_128_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_128	SU16	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_128_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_128	SU27	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_128_su32_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_128	SU32	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_128_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_128	SU63	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_130_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_130	SU27	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_130_su32_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_130	SU32	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_130_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_130	SU63	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_133_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_133	SU16	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_133_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_133	SU63	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_134_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_134	SU27	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_134_su32_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_134	SU32	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_165_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_165	SU16	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_165_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_165	SU27	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_170_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_170	SU27	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_198_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_198	SU10	False	True	True	False	True	tier2_proxy_host_exact_phage
mirzaei2015_esbl_e_coli_198_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_198	SU27	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_198_su32_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_198	SU32	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_198_su57_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_198	SU57	False	True	True	False	True	tier2_proxy_host_exact_phage
mirzaei2015_esbl_e_coli_198_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_198	SU63	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_232_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_232	SU27	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_314a_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_314A	SU10	False	True	True	False	True	tier2_proxy_host_exact_phage
mirzaei2015_esbl_e_coli_314a_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_314A	SU16	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_314a_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_314A	SU27	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_314a_su63_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_314A	SU63	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_314b_su10_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_314B	SU10	False	True	True	False	True	tier2_proxy_host_exact_phage
mirzaei2015_esbl_e_coli_314b_su16_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_314B	SU16	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_esbl_e_coli_314b_su27_eop	MirzaeiNilsson2015_EOP	Escherichia coli	ESBL_Ecoli_314B	SU27	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_sara_15_su32_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARA_15	SU32	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_sara_15_su57_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARA_15	SU57	False	True	True	False	True	tier2_proxy_host_exact_phage
mirzaei2015_sara_15_su63_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARA_15	SU63	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_sara_17_su32_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARA_17	SU32	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_sara_32_su10_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARA_32	SU10	False	True	True	False	True	tier2_proxy_host_exact_phage
mirzaei2015_sara_33_su27_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARA_33	SU27	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_sara_33_su57_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARA_33	SU57	False	True	True	False	True	tier2_proxy_host_exact_phage
mirzaei2015_sara_34_su32_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARA_34	SU32	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_sara_42_su32_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARA_42	SU32	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_sara_45_su10_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARA_45	SU10	False	True	True	False	True	tier2_proxy_host_exact_phage
mirzaei2015_sara_45_su16_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARA_45	SU16	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_sara_45_su27_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARA_45	SU27	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_sara_45_su32_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARA_45	SU32	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_sara_45_su57_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARA_45	SU57	False	True	True	False	True	tier2_proxy_host_exact_phage
mirzaei2015_sara_50_su32_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARA_50	SU32	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_sara_61_su32_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARA_61	SU32	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_sarb_4_su32_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARB_4	SU32	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_sarb_4_su57_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARB_4	SU57	False	True	True	False	True	tier2_proxy_host_exact_phage
mirzaei2015_sarb_5_su16_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARB_5	SU16	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_sarb_13_su27_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARB_13	SU27	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_sarb_13_su32_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARB_13	SU32	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_sarb_21_su10_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARB_21	SU10	False	True	True	False	True	tier2_proxy_host_exact_phage
mirzaei2015_sarb_21_su32_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARB_21	SU32	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_sarb_21_su57_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARB_21	SU57	False	True	True	False	True	tier2_proxy_host_exact_phage
mirzaei2015_sarb_47_su10_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARB_47	SU10	False	True	True	False	True	tier2_proxy_host_exact_phage
mirzaei2015_sarb_47_su63_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARB_47	SU63	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_sarb_48_su10_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARB_48	SU10	False	True	True	False	True	tier2_proxy_host_exact_phage
mirzaei2015_sarb_48_su32_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARB_48	SU32	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_sarb_48_su57_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARB_48	SU57	False	True	True	False	True	tier2_proxy_host_exact_phage
mirzaei2015_sarb_49_su63_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARB_49	SU63	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_sarb_50_su16_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARB_50	SU16	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_sarb_51_su32_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARB_51	SU32	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_sarb_51_su57_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARB_51	SU57	False	True	True	False	True	tier2_proxy_host_exact_phage
mirzaei2015_sarb_57_su63_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARB_57	SU63	False	True	False	False	False	tier4_host_only_or_proxy
mirzaei2015_sarb_67_su63_eop	MirzaeiNilsson2015_EOP	Salmonella enterica	SARB_67	SU63	False	True	False	False	False	tier4_host_only_or_proxy
sofy2021_k_pneumoniae_1_host_kpp5_eop	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_1_host	KPP-5	False	True	True	False	True	tier2_proxy_host_exact_phage
sofy2021_k_pneumoniae_2_kpp5_eop	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_2	KPP-5	True	True	True	True	True	tier1_exact_pair
sofy2021_k_pneumoniae_3_kpp5_eop	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_3	KPP-5	False	True	True	False	True	tier2_proxy_host_exact_phage
sofy2021_k_pneumoniae_4_kpp5_eop	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_4	KPP-5	True	True	True	True	True	tier1_exact_pair
sofy2021_k_pneumoniae_5_kpp5_eop	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_5	KPP-5	True	True	True	True	True	tier1_exact_pair
sofy2021_k_pneumoniae_6_kpp5_eop	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_6	KPP-5	True	True	True	True	True	tier1_exact_pair
sofy2021_k_pneumoniae_7_kpp5_eop	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_7	KPP-5	True	True	True	True	True	tier1_exact_pair
sofy2021_k_pneumoniae_8_kpp5_eop	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_8	KPP-5	True	True	True	True	True	tier1_exact_pair
sofy2021_k_pneumoniae_9_kpp5_eop	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_9	KPP-5	False	True	True	False	True	tier2_proxy_host_exact_phage
sofy2021_k_pneumoniae_10_kpp5_eop	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_10	KPP-5	True	True	True	True	True	tier1_exact_pair
sofy2021_k_pneumoniae_11_kpp5_eop	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_11	KPP-5	False	True	True	False	True	tier2_proxy_host_exact_phage
sofy2021_k_pneumoniae_12_kpp5_eop	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_12	KPP-5	True	True	True	True	True	tier1_exact_pair
sofy2021_k_pneumoniae_13_kpp5_eop	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_13	KPP-5	True	True	True	True	True	tier1_exact_pair
sofy2021_k_pneumoniae_14_kpp5_eop	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_14	KPP-5	True	True	True	True	True	tier1_exact_pair
sofy2021_k_pneumoniae_15_kpp5_eop	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_15	KPP-5	True	True	True	True	True	tier1_exact_pair
sofy2021_k_pneumoniae_16_kpp5_eop	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_16	KPP-5	True	True	True	True	True	tier1_exact_pair
sofy2021_k_pneumoniae_17_kpp5_eop	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_17	KPP-5	True	True	True	True	True	tier1_exact_pair
sofy2021_k_pneumoniae_18_kpp5_eop	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_18	KPP-5	True	True	True	True	True	tier1_exact_pair
sofy2021_k_pneumoniae_19_kpp5_eop	Sofy2021_KPP5	Klebsiella pneumoniae	K_pneumoniae_19	KPP-5	True	True	True	True	True	tier1_exact_pair
sofy2021_e_coli_1_kpp5_eop	Sofy2021_KPP5	Escherichia coli	E_coli_1	KPP-5	True	True	True	True	True	tier1_exact_pair
sofy2021_e_coli_2_kpp5_eop	Sofy2021_KPP5	Escherichia coli	E_coli_2	KPP-5	True	True	True	True	True	tier1_exact_pair
sofy2021_e_coli_3_kpp5_eop	Sofy2021_KPP5	Escherichia coli	E_coli_3	KPP-5	True	True	True	True	True	tier1_exact_pair
sofy2021_e_coli_4_kpp5_eop	Sofy2021_KPP5	Escherichia coli	E_coli_4	KPP-5	False	True	True	False	True	tier2_proxy_host_exact_phage
sofy2021_e_coli_5_kpp5_eop	Sofy2021_KPP5	Escherichia coli	E_coli_5	KPP-5	True	True	True	True	True	tier1_exact_pair
sofy2021_e_coli_6_kpp5_eop	Sofy2021_KPP5	Escherichia coli	E_coli_6	KPP-5	True	True	True	True	True	tier1_exact_pair
sofy2021_s_typhimurium_1_kpp5_eop	Sofy2021_KPP5	Salmonella enterica	S_Typhimurium_1	KPP-5	False	True	True	False	True	tier2_proxy_host_exact_phage
sofy2021_s_typhimurium_2_kpp5_eop	Sofy2021_KPP5	Salmonella enterica	S_Typhimurium_2	KPP-5	False	True	True	False	True	tier2_proxy_host_exact_phage
sofy2021_s_typhimurium_3_kpp5_eop	Sofy2021_KPP5	Salmonella enterica	S_Typhimurium_3	KPP-5	False	True	True	False	True	tier2_proxy_host_exact_phage
sofy2021_p_aeruginosa_1_kpp5_eop	Sofy2021_KPP5	Pseudomonas aeruginosa	P_aeruginosa_1	KPP-5	False	True	True	False	True	tier2_proxy_host_exact_phage
sofy2021_p_aeruginosa_2_kpp5_eop	Sofy2021_KPP5	Pseudomonas aeruginosa	P_aeruginosa_2	KPP-5	False	True	True	False	True	tier2_proxy_host_exact_phage
sofy2021_p_aeruginosa_3_kpp5_eop	Sofy2021_KPP5	Pseudomonas aeruginosa	P_aeruginosa_3	KPP-5	True	True	True	True	True	tier1_exact_pair
latka2021_kp_9068_kps8_eop	Latka2021_K23Klebsiella	Klebsiella pneumoniae	Kp-9068	KpS8	False	True	True	False	True	tier2_proxy_host_exact_phage
latka2021_kp_9068_vb_kpnm_seu621_eop	Latka2021_K23Klebsiella	Klebsiella pneumoniae	Kp-9068	vB_KpnM_Seu621	False	True	True	False	True	tier2_proxy_host_exact_phage
latka2021_kp_9068_vb_kpnp_dlv622_eop	Latka2021_K23Klebsiella	Klebsiella pneumoniae	Kp-9068	vB_KpnP_Dlv622	False	True	True	False	True	tier2_proxy_host_exact_phage
latka2021_kpi4275_kps8_eop	Latka2021_K23Klebsiella	Klebsiella pneumoniae	KPi4275	KpS8	False	True	True	False	True	tier2_proxy_host_exact_phage
latka2021_kpi4275_vb_kpnm_seu621_eop	Latka2021_K23Klebsiella	Klebsiella pneumoniae	KPi4275	vB_KpnM_Seu621	False	True	True	False	True	tier2_proxy_host_exact_phage
latka2021_kpi4275_vb_kpnp_dlv622_eop	Latka2021_K23Klebsiella	Klebsiella pneumoniae	KPi4275	vB_KpnP_Dlv622	False	True	True	False	True	tier2_proxy_host_exact_phage
latka2021_kpb2304_15_kps8_eop	Latka2021_K23Klebsiella	Klebsiella pneumoniae	KPB2304-15	KpS8	False	True	True	False	True	tier2_proxy_host_exact_phage
latka2021_kpb2304_15_vb_kpnm_seu621_eop	Latka2021_K23Klebsiella	Klebsiella pneumoniae	KPB2304-15	vB_KpnM_Seu621	False	True	True	False	True	tier2_proxy_host_exact_phage
latka2021_kpb2304_15_vb_kpnp_dlv622_eop	Latka2021_K23Klebsiella	Klebsiella pneumoniae	KPB2304-15	vB_KpnP_Dlv622	False	True	True	False	True	tier2_proxy_host_exact_phage
latka2021_kpb536_17_2_kps8_eop	Latka2021_K23Klebsiella	Klebsiella pneumoniae	KPB536-17-2	KpS8	False	True	True	False	True	tier2_proxy_host_exact_phage
latka2021_kpb536_17_2_vb_kpnm_seu621_eop	Latka2021_K23Klebsiella	Klebsiella pneumoniae	KPB536-17-2	vB_KpnM_Seu621	False	True	True	False	True	tier2_proxy_host_exact_phage
latka2021_kpb536_17_2_vb_kpnp_dlv622_eop	Latka2021_K23Klebsiella	Klebsiella pneumoniae	KPB536-17-2	vB_KpnP_Dlv622	False	True	True	False	True	tier2_proxy_host_exact_phage
latka2021_kpi1748_kps8_eop	Latka2021_K23Klebsiella	Klebsiella pneumoniae	KPi1748	KpS8	False	True	True	False	True	tier2_proxy_host_exact_phage
latka2021_kpi1748_vb_kpnm_seu621_eop	Latka2021_K23Klebsiella	Klebsiella pneumoniae	KPi1748	vB_KpnM_Seu621	False	True	True	False	True	tier2_proxy_host_exact_phage
latka2021_kpi1748_vb_kpnp_dlv622_eop	Latka2021_K23Klebsiella	Klebsiella pneumoniae	KPi1748	vB_KpnP_Dlv622	False	True	True	False	True	tier2_proxy_host_exact_phage
latka2021_kpi3014_kps8_eop	Latka2021_K23Klebsiella	Klebsiella pneumoniae	KPi3014	KpS8	False	True	True	False	True	tier2_proxy_host_exact_phage
latka2021_kpi3014_vb_kpnm_seu621_eop	Latka2021_K23Klebsiella	Klebsiella pneumoniae	KPi3014	vB_KpnM_Seu621	False	True	True	False	True	tier2_proxy_host_exact_phage
latka2021_kpi3014_vb_kpnp_dlv622_eop	Latka2021_K23Klebsiella	Klebsiella pneumoniae	KPi3014	vB_KpnP_Dlv622	False	True	True	False	True	tier2_proxy_host_exact_phage
latka2021_kpi8289_kps8_eop	Latka2021_K23Klebsiella	Klebsiella pneumoniae	KPi8289	KpS8	False	True	True	False	True	tier2_proxy_host_exact_phage
latka2021_kpi8289_vb_kpnm_seu621_eop	Latka2021_K23Klebsiella	Klebsiella pneumoniae	KPi8289	vB_KpnM_Seu621	False	True	True	False	True	tier2_proxy_host_exact_phage
latka2021_kpi8289_vb_kpnp_dlv622_eop	Latka2021_K23Klebsiella	Klebsiella pneumoniae	KPi8289	vB_KpnP_Dlv622	False	True	True	False	True	tier2_proxy_host_exact_phage
latka2021_kpb2580_kps8_eop	Latka2021_K23Klebsiella	Klebsiella pneumoniae	KPB2580	KpS8	False	True	True	False	True	tier2_proxy_host_exact_phage
latka2021_kpb2580_vb_kpnm_seu621_eop	Latka2021_K23Klebsiella	Klebsiella pneumoniae	KPB2580	vB_KpnM_Seu621	False	True	True	False	True	tier2_proxy_host_exact_phage
latka2021_kpb2580_vb_kpnp_dlv622_eop	Latka2021_K23Klebsiella	Klebsiella pneumoniae	KPB2580	vB_KpnP_Dlv622	False	True	True	False	True	tier2_proxy_host_exact_phage
singh2025_kpci1_kpkp_eop	Singh2025_KpCocktail	Klebsiella pneumoniae	KPCI1	KPKp	False	True	False	False	False	tier4_host_only_or_proxy
singh2025_kpci1_kskp_eop	Singh2025_KpCocktail	Klebsiella pneumoniae	KPCI1	KSKp	False	True	True	False	True	tier2_proxy_host_exact_phage
singh2025_kpci1_kpkp_kskp_cocktail_eop	Singh2025_KpCocktail	Klebsiella pneumoniae	KPCI1	KPKp_KSKp_cocktail	False	True	False	False	False	tier4_host_only_or_proxy
singh2025_kpci2_kpkp_eop	Singh2025_KpCocktail	Klebsiella pneumoniae	KPCI2	KPKp	False	True	False	False	False	tier4_host_only_or_proxy
singh2025_kpci2_kskp_eop	Singh2025_KpCocktail	Klebsiella pneumoniae	KPCI2	KSKp	False	True	True	False	True	tier2_proxy_host_exact_phage
singh2025_kpci2_kpkp_kskp_cocktail_eop	Singh2025_KpCocktail	Klebsiella pneumoniae	KPCI2	KPKp_KSKp_cocktail	False	True	False	False	False	tier4_host_only_or_proxy
singh2025_kpci3_kpkp_eop	Singh2025_KpCocktail	Klebsiella pneumoniae	KPCI3	KPKp	False	True	False	False	False	tier4_host_only_or_proxy
singh2025_kpci3_kskp_eop	Singh2025_KpCocktail	Klebsiella pneumoniae	KPCI3	KSKp	False	True	True	False	True	tier2_proxy_host_exact_phage
singh2025_kpci3_kpkp_kskp_cocktail_eop	Singh2025_KpCocktail	Klebsiella pneumoniae	KPCI3	KPKp_KSKp_cocktail	False	True	False	False	False	tier4_host_only_or_proxy
